valCount,collisions
280,104
281,104
282,104
283,104
284,105
285,105
286,105
287,105
288,105
289,105
290,105
291,106
292,106
293,107
294,108
295,109
296,109
297,110
298,110
299,110
300,111
301,112
302,113
303,113
304,113
305,113
306,114
307,114
308,115
309,116
310,116
311,116
312,116
313,116
314,116
315,116
316,116
317,116
318,117
319,118
320,118
321,119
322,120
323,120
324,121
325,122
326,122
327,123
328,123
329,123
330,123
331,124
332,125
333,126
334,126
335,126
336,127
337,127
338,127
339,127
340,128
341,129
342,129
343,129
344,130
345,131
346,131
347,132
348,132
349,133
350,134
351,134
352,134
353,134
354,134
355,134
356,134
357,135
358,135
359,135
360,136
361,136
362,136
363,136
364,137
365,137
366,137
367,138
368,138
369,139
370,139
371,139
372,139
373,140
374,140
375,140
376,140
377,141
378,142
379,142
380,143
381,143
382,143
383,143
384,144
385,145
386,146
387,146
388,146
389,146
390,146
391,146
392,147
393,147
394,147
395,147
396,147
397,148
398,148
399,148
400,148
401,148
402,148
403,148
404,148
405,149
406,149
407,149
408,149
409,150
410,150
411,150
412,150
413,150
414,150
415,150
416,151
417,151
418,151
419,151
420,151
421,152
422,152
423,152
424,153
425,154
426,154
427,155
428,156
429,156
430,157
431,157
432,157
433,157
434,157
435,158
436,158
437,158
438,158
439,159
440,160
441,161
442,161
443,162
444,162
445,163
446,163
447,163
448,163
449,164
450,165
451,166
452,166
453,167
454,168
455,169
456,170
457,170
458,170
459,170
460,170
461,170
462,170
463,171
464,172
465,172
466,172
467,172
468,172
469,172
470,173
471,174
472,174
473,174
474,174
475,174
476,174
477,174
478,175
479,175
480,175
481,176
482,176
483,177
484,178
485,178
486,179
487,180
488,180
489,180
490,181
491,181
492,181
493,182
494,183
495,183
496,183
497,184
498,184
499,184
500,185
501,186
502,187
503,187
504,188
505,189
506,190
507,190
508,190
509,191
510,192
511,192
512,193
513,193
514,193
515,193
516,193
517,193
518,194
519,194
520,194
521,194
522,194
523,194
524,194
525,194
526,194
527,195
528,195
529,195
530,196
531,196
532,196
533,197
534,197
535,197
536,198
537,199
538,200
539,200
540,201
541,202
542,203
543,203
544,203
545,203
546,204
547,204
548,204
549,205
550,205
551,205
552,205
553,206
554,206
555,206
556,206
557,207
558,207
559,207
560,208
561,209
562,210
563,211
564,212
565,212
566,212
567,212
568,212
569,212
570,212
571,212
572,212
573,212
574,212
575,212
576,212
577,212
578,212
579,212
580,212
581,212
582,212
583,212
584,212
585,212
586,212
587,213
588,213
589,213
590,213
591,213
592,213
593,213
594,214
595,214
596,214
597,214
598,214
599,214
600,214
601,215
602,215
603,215
604,215
605,216
606,216
607,216
608,216
609,217
610,218
611,218
612,218
613,218
614,218
615,218
616,218
617,218
618,219
619,219
620,220
621,220
622,220
623,220
624,220
625,221
626,221
627,221
628,222
629,223
630,223
631,224
632,225
633,226
634,226
635,226
636,226
637,227
638,227
639,228
640,229
641,229
642,229
643,229
644,230
645,230
646,231
647,231
648,232
649,232
650,233
651,233
652,233
653,233
654,233
655,233
656,234
657,234
658,234
659,234
660,234
661,234
662,235
663,236
664,236
665,237
666,238
667,238
668,239
669,240
670,240
671,241
672,242
673,243
674,244
675,244
676,245
677,245
678,245
679,245
680,246
681,246
682,246
683,246
684,247
685,247
686,247
687,247
688,247
689,247
690,247
691,247
692,247
693,247
694,247
695,247
696,247
697,247
698,247
699,247
700,247
701,247
702,248
703,248
704,249
705,249
706,249
707,249
708,249
709,249
710,249
711,249
712,249
713,249
714,250
715,250
716,251
717,252
718,253
719,253
720,253
721,254
722,254
723,254
724,255
725,256
726,256
727,257
728,258
729,259
730,259
731,260
732,260
733,261
734,262
735,262
736,263
737,264
738,264
739,264
740,265
741,265
742,265
743,266
744,266
745,266
746,266
747,267
748,267
749,268
750,268
751,269
752,270
753,271
754,272
755,273
756,273
757,273
758,273
759,273
760,274
761,274
762,274
763,275
764,275
765,275
766,276
767,276
768,277
769,277
770,278
771,279
772,279
773,279
774,279
775,279
776,280
777,281
778,282
779,282
780,282
781,282
782,283
783,283
784,283
785,284
786,285
787,286
788,287
789,287
790,287
791,287
792,288
793,288
794,289
795,290
796,290
797,290
798,290
799,291
800,291
801,291
802,291
803,291
804,291
805,292
806,292
807,292
808,293
809,294
810,294
811,294
812,294
813,294
814,294
815,294
816,295
817,295
818,296
819,296
820,296
821,296
822,297
823,297
824,298
825,299
826,300
827,301
828,302
829,303
830,303
831,304
832,305
833,305
834,306
835,306
836,307
837,307
838,308
839,309
840,310
841,311
842,311
843,311
844,311
845,311
846,311
847,312
848,312
849,313
850,314
851,314
852,314
853,315
854,316
855,316
856,317
857,317
858,317
859,318
860,318
861,318
862,319
863,319
864,319
865,320
866,321
867,321
868,321
869,322
870,322
871,323
872,323
873,323
874,324
875,325
876,325
877,326
878,327
879,327
880,327
881,328
882,328
883,328
884,328
885,329
886,330
887,330
888,331
889,331
890,331
891,331
892,331
893,331
894,332
895,332
896,332
897,332
898,332
899,333
900,333
901,333
902,334
903,334
904,335
905,336
906,337
907,338
908,338
909,339
910,339
911,339
912,339
913,340
914,341
915,342
916,342
917,342
918,343
919,344
920,345
921,346
922,346
923,346
924,347
925,347
926,348
927,348
928,348
929,348
930,348
931,349
932,349
933,349
934,350
935,350
936,350
937,351
938,351
939,352
940,352
941,353
942,354
943,354
944,354
945,354
946,355
947,356
948,357
949,357
950,357
951,358
952,358
953,358
954,359
955,359
956,360
957,360
958,361
959,362
960,362
961,363
962,363
963,363
964,363
965,364
966,365
967,365
968,365
969,365
970,365
971,365
972,366
973,366
974,367
975,368
976,369
977,370
978,370
979,370
980,371
981,371
982,372
983,373
984,374
985,374
986,374
987,375
988,376
989,376
990,376
991,377
992,378
993,378
994,378
995,378
996,379
997,379
998,379
999,379
1000,380
1001,380
1002,380
1003,380
1004,380
1005,380
1006,381
1007,382
1008,383
1009,383
1010,383
1011,383
1012,384
1013,385
1014,386
1015,386
1016,386
1017,386
1018,386
1019,386
1020,386
1021,387
1022,387
1023,388
1024,389
1025,389
1026,390
1027,391
1028,392
1029,393
1030,394
1031,395
1032,395
1033,395
1034,395
1035,395
1036,395
1037,395
1038,396
1039,396
1040,396
1041,397
1042,397
1043,397
1044,397
1045,397
1046,397
1047,398
1048,398
1049,398
1050,398
1051,399
1052,400
1053,400
1054,400
1055,400
1056,401
1057,401
1058,402
1059,402
1060,403
1061,403
1062,404
1063,405
1064,405
1065,405
1066,405
1067,405
1068,405
1069,405
1070,405
1071,406
1072,406
1073,406
1074,406
1075,407
1076,408
1077,409
1078,410
1079,410
1080,410
1081,410
1082,411
1083,411
1084,411
1085,412
1086,413
1087,413
1088,414
1089,415
1090,416
1091,417
1092,417
1093,417
1094,417
1095,417
1096,417
1097,417
1098,417
1099,418
1100,418
1101,418
1102,419
1103,419
1104,419
1105,420
1106,420
1107,420
1108,421
1109,422
1110,422
1111,422
1112,422
1113,422
1114,422
1115,423
1116,423
1117,423
1118,423
1119,423
1120,423
1121,423
1122,423
1123,423
1124,424
1125,424
1126,424
1127,424
1128,424
1129,424
1130,424
1131,424
1132,425
1133,425
1134,425
1135,426
1136,426
1137,426
1138,426
1139,426
1140,426
1141,427
1142,427
1143,427
1144,427
1145,427
1146,428
1147,428
1148,428
1149,429
1150,429
1151,429
1152,429
1153,429
1154,429
